0.000000 0.001902
4.300000 0.002772
8.600000 0.004451
12.900000 0.005706
17.200001 0.005987
21.500000 0.022810
25.799999 0.075536
30.100000 0.192074
34.400002 0.361208
38.700001 0.583212
43.000000 0.854822
47.299999 1.181655
51.599998 1.552789
55.900002 1.965050
60.200001 2.416703
64.500000 2.882066
68.800003 3.329007
73.099998 3.756129
77.400002 4.176364
81.699997 4.581501
86.000000 4.983794
90.300003 5.382874
94.599998 5.784532
98.900002 6.186430
103.199997 6.588076
107.500000 6.997867
111.800003 7.401342
116.099998 7.814232
120.400002 8.230224
124.699997 8.645550
129.000000 9.063853
133.300003 9.475996
137.600006 9.900703
141.899994 10.313868
146.199997 10.742705
150.500000 11.162172
154.800003 11.586132
159.100006 12.006641
163.399994 12.426659
167.699997 12.848597
172.000000 13.275736
176.300003 13.700518
180.600006 14.123134
184.899994 14.551939
189.199997 14.977348
193.500000 15.397583
197.800003 15.830688
202.100006 16.252874
206.399994 16.680035
210.699997 17.108625
215.000000 17.530113
219.300003 17.965488
223.600006 18.390524
227.899994 18.820690
232.199997 19.248745
236.500000 19.673683
240.800003 20.103256
245.100006 20.530390
249.399994 20.954597
253.699997 21.380514
258.000000 21.811905
262.299988 22.238308
266.600006 22.665983
270.899994 23.091599
275.200012 23.516396
279.500000 23.950916
283.799988 24.378098
288.100006 24.807058
292.399994 25.231613
296.700012 25.658340
301.000000 26.093672
305.299988 26.514122
309.600006 26.944061
313.899994 27.373714
318.200012 27.803757
322.500000 28.231710
326.799988 28.664961
331.100006 29.093216
335.399994 29.520111
339.700012 29.930153
344.000000 30.292122
348.299988 30.540386
352.600006 30.678188
356.899994 30.705479
361.200012 30.631794
365.500000 30.453686
369.799988 30.178326
374.100006 29.816471
378.399994 29.370819
382.700012 28.871643
387.000000 28.392406
391.299988 27.945332
395.600006 27.531605
399.899994 27.141928
404.200012 26.763916
408.500000 26.398666
412.799988 26.020203
417.100006 25.643965
421.399994 25.273865
425.700012 24.894880
430.000000 24.507208
434.299988 24.120575
438.600006 23.722075
442.899994 23.316677
447.200012 22.914944
451.500000 22.512648
455.799988 22.105047
460.100006 21.697601
464.399994 21.284958
468.700012 20.864742
473.000000 20.451939
477.299988 20.038082
481.600006 19.630810
485.899994 19.214115
490.200012 18.798477
494.500000 18.374638
498.799988 17.959915
503.100006 17.541246
507.399994 17.115463
511.700012 16.700933
516.000000 16.276352
520.299988 15.848399
524.599976 15.426360
528.900024 15.005668
533.200012 14.581499
537.500000 14.155307
541.799988 13.726513
546.099976 13.302755
550.400024 12.874466
554.700012 12.453249
559.000000 12.023863
563.299988 11.599867
567.599976 11.175117
571.900024 10.755527
576.200012 10.327259
580.500000 9.903781
584.799988 9.476938
589.099976 9.056039
593.400024 8.628976
597.700012 8.204571
602.000000 7.770513
606.299988 7.346652
610.599976 6.917374
614.900024 6.497760
619.200012 6.062120
623.500000 5.636869
627.799988 5.212916
632.099976 4.783886
636.400024 4.352197
640.700012 3.926497
645.000000 3.491933
649.299988 3.061004
653.599976 2.635901
657.900024 2.211628
662.200012 1.802280
666.500000 1.440001
670.799988 1.133644
675.099976 0.880294
679.400024 0.685518
683.700012 0.535671
688.000000 0.442148
692.299988 0.388349
696.599976 0.384366
700.900024 0.412319
705.200012 0.443042
709.500000 0.458069
713.799988 0.460337
718.099976 0.439930
722.400024 0.420949
726.700012 0.385957
731.000000 0.361958
735.299988 0.335273
739.599976 0.308621
743.900024 0.273529
748.200012 0.259720
752.500000 0.234406
756.799988 0.220885
761.099976 0.206400
765.400024 0.197658
769.700012 0.179956
774.000000 0.170067
778.299988 0.163171
782.599976 0.147941
786.900024 0.145700
791.200012 0.142694
795.500000 0.130722
799.799988 0.121231
804.099976 0.113815
808.400024 0.107364
812.700012 0.102157
817.000000 0.095401
821.299988 0.090288
825.599976 0.084361
829.900024 0.083265
834.200012 0.074155
838.500000 0.077849
842.799988 0.073766
847.099976 0.070193
851.400024 0.064776
855.700012 0.067770
860.000000 0.060421
864.299988 0.061529
868.599976 0.061258
872.900024 0.057087
877.200012 0.054958
881.500000 0.056449
885.799988 0.051620
890.099976 0.047114
894.400024 0.046608
898.700012 0.044089
903.000000 0.041904
907.299988 0.036601
911.599976 0.038201
915.900024 0.031296
920.200012 0.035574
924.500000 0.030804
928.799988 0.032636
933.099976 0.026199
937.400024 0.029586
941.700012 0.027423
946.000000 0.025664
